release_id,hospital_id,hospital_name,application_name,version,previous_version,deployment_time,deployment_status,deployment_type,engineer,latency_ms,latency_baseline_ms,latency_change_percent,error_rate_percent,error_baseline_percent,error_change,service_availability_percent,availability_change,transaction_count,baseline_transaction_count,transaction_drop_percent,customer_impact_level,affected_hospitals_count,affected_workflows_count,risk_score,risk_level,recommendation,ground_truth_decision,baseline_decision_time_min,adviser_decision_time_min,case_tag
REL-2026-0132,HOSP-LKH-03,Lakeside Hospital,Medical Device Integration Service,v3.15.5,v3.15.4,2026-06-17T23:00:49.031382,ROLLED_BACK,FULL_UPGRADE,David Kim (Clinical Systems Analyst),312.9,229.9,36.1,1.35,0.54,0.81,99.25,-0.65,30612,32417,5.6,LOW,1,0,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,64.8,5.8,TRANSIENT_SPIKE
REL-2026-0133,HOSP-SMMC-02,St. Mary's Medical Center,Medical Device Integration Service,v4.2.5,v4.2.4,2026-07-08T14:49:08.409749,PENDING_REVIEW,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),337.7,233.7,44.5,1.59,0.54,1.05,99.46,-0.44,26546,28789,7.8,LOW,1,0,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,41.4,4.7,TRANSIENT_SPIKE
REL-2026-0134,HOSP-CGH-01,City General Hospital,Clinical Portal,v5.4.7,v5.4.6,2026-08-31T00:34:30.774729,MONITORING,CANARY,Marcus Brody (Clinical SRE),669.5,675.0,-0.8,0.17,0.17,0.0,99.96,0.06,15087,15267,1.2,LOW,1,0,0,LOW,CONTINUE,CONTINUE,22.3,3.7,NORMAL_STABLE
REL-2026-0135,HOSP-GVH-05,Green Valley Hospital,Electronic Health Record Service,v3.4.6,v3.4.5,2026-07-12T23:23:07.495319,CONTINUED,ROLLING_BATCH,Elena Rostova (Platform Specialist),371.3,341.2,8.8,0.89,0.73,0.16,99.99,0.09,9475,9587,1.2,LOW,1,0,0,LOW,CONTINUE,CONTINUE,24.7,2.6,NORMAL_STABLE
REL-2026-0136,HOSP-GVH-05,Green Valley Hospital,Laboratory Application,v4.0.4,v4.0.3,2026-08-18T21:56:10.395915,MONITORING,FULL_UPGRADE,David Kim (Clinical Systems Analyst),393.3,322.6,21.9,2.07,0.37,1.7,99.3,-0.6,24995,26173,4.5,LOW,1,0,0,LOW,CONTINUE,HUMAN REVIEW,42.2,6.4,TRANSIENT_SPIKE
REL-2026-0137,HOSP-LKH-03,Lakeside Hospital,Medical Device Integration Service,v5.11.8,v5.11.7,2026-07-06T23:01:17.914061,PENDING_REVIEW,HOTFIX,Sarah Chen (Release Eng),1153.1,820.4,40.6,1.32,0.64,0.68,99.64,-0.26,4845,5546,12.6,MEDIUM,1,1,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,50.2,6.4,TRANSIENT_SPIKE
REL-2026-0138,HOSP-CGH-01,City General Hospital,Laboratory Application,v3.8.1,v3.8.0,2026-08-09T12:24:16.417999,MONITORING,FULL_UPGRADE,David Kim (Clinical Systems Analyst),326.0,332.1,-1.8,0.81,0.67,0.14,99.93,0.03,23170,22576,-2.6,LOW,1,0,0,LOW,CONTINUE,CONTINUE,17.0,3.1,NORMAL_STABLE
REL-2026-0139,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v5.1.4,v5.1.3,2026-07-08T11:25:39.777086,ROLLED_BACK,CANARY,Elena Rostova (Platform Specialist),454.2,314.2,44.6,0.29,0.11,0.18,99.32,-0.58,9067,9496,4.5,HIGH,1,3,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,42.8,5.6,TRANSIENT_SPIKE
REL-2026-0140,HOSP-MCH-04,Metro Care Hospital,Medical Device Integration Service,v4.2.7,v4.2.6,2026-07-27T10:43:17.488616,MONITORING,CANARY,David Kim (Clinical Systems Analyst),492.9,524.7,-6.1,0.67,0.5,0.17,99.93,0.03,17720,17048,-3.9,LOW,1,0,0,LOW,CONTINUE,CONTINUE,15.7,3.3,NORMAL_STABLE
REL-2026-0141,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v5.4.2,v5.4.1,2026-06-14T15:07:08.112199,CONTINUED,ROLLING_BATCH,Elena Rostova (Platform Specialist),1076.6,559.4,92.5,5.94,0.74,5.2,99.06,-0.84,21796,29270,25.5,CRITICAL,2,2,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,62.2,4.3,SERIOUS_DEGRADATION
REL-2026-0142,HOSP-GVH-05,Green Valley Hospital,Clinical Portal,v5.9.4,v5.9.3,2026-08-07T22:51:03.011926,CONTINUED,CANARY,Elena Rostova (Platform Specialist),224.9,205.2,9.6,0.32,0.24,0.08,99.87,-0.03,22869,23474,2.6,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,28.0,3.9,NORMAL_STABLE
REL-2026-0143,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v4.0.5,v4.0.4,2026-09-06T06:20:13.132135,MONITORING,BLUE_GREEN,Dr. Alex Rivera (DevOps Lead),956.3,751.9,27.2,3.62,0.61,3.01,99.67,-0.23,7533,8406,10.4,LOW,1,0,25,LOW,CONTINUE,HUMAN REVIEW,56.3,4.8,TRANSIENT_SPIKE
REL-2026-0144,HOSP-GVH-05,Green Valley Hospital,Pharmacy Management Service,v2.3.8,v2.3.7,2026-08-25T09:14:13.646353,ROLLED_BACK,HOTFIX,Marcus Brody (Clinical SRE),356.0,248.6,43.2,1.26,0.5,0.76,99.58,-0.32,16982,19253,11.8,MEDIUM,1,1,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,56.0,6.7,TRANSIENT_SPIKE
REL-2026-0145,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v2.4.1,v2.4.0,2026-08-22T14:36:28.596091,CONTINUED,BLUE_GREEN,Sarah Chen (Release Eng),441.9,464.2,-4.8,0.49,0.48,0.01,99.82,-0.08,29531,30242,2.4,LOW,1,0,0,LOW,CONTINUE,CONTINUE,24.9,2.8,NORMAL_STABLE
REL-2026-0146,HOSP-LKH-03,Lakeside Hospital,Electronic Health Record Service,v4.12.8,v4.12.7,2026-09-01T23:48:32.915951,MONITORING,BLUE_GREEN,Dr. Alex Rivera (DevOps Lead),816.4,733.1,11.4,0.26,0.22,0.04,99.82,-0.08,18342,18251,-0.5,LOW,1,0,0,LOW,CONTINUE,CONTINUE,24.9,2.3,NORMAL_STABLE
REL-2026-0147,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v4.2.9,v4.2.8,2026-07-15T16:03:47.306518,PENDING_REVIEW,HOTFIX,Sarah Chen (Release Eng),527.7,248.7,112.2,7.99,0.8,7.19,99.04,-0.86,8301,11479,27.7,CRITICAL,4,1,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,55.5,7.8,SERIOUS_DEGRADATION
REL-2026-0148,HOSP-MCH-04,Metro Care Hospital,Clinical Portal,v3.11.3,v3.11.2,2026-06-16T16:27:53.008745,PENDING_REVIEW,HOTFIX,Elena Rostova (Platform Specialist),516.7,489.9,5.5,0.19,0.2,-0.01,99.88,-0.02,24608,25123,2.0,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,13.0,2.7,NORMAL_STABLE
REL-2026-0149,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v2.12.5,v2.12.4,2026-07-25T05:51:17.363447,CONTINUED,FULL_UPGRADE,Sarah Chen (Release Eng),565.9,423.6,33.6,1.36,0.5,0.86,99.08,-0.82,13752,15538,11.5,MEDIUM,1,1,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,36.8,7.5,TRANSIENT_SPIKE
REL-2026-0150,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v4.1.3,v4.1.2,2026-07-16T14:34:27.351278,PENDING_REVIEW,BLUE_GREEN,Sarah Chen (Release Eng),1022.9,452.5,126.1,11.31,0.75,10.56,96.95,-2.95,16197,32696,50.5,CRITICAL,2,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,91.5,5.0,CRITICAL_OUTAGE
REL-2026-0151,HOSP-GVH-05,Green Valley Hospital,Medical Device Integration Service,v2.2.0,v2.2.0,2026-08-16T11:15:34.908006,MONITORING,HOTFIX,Sarah Chen (Release Eng),515.3,542.2,-5.0,0.09,0.1,-0.01,99.98,0.08,25668,25123,-2.2,LOW,1,0,0,LOW,CONTINUE,CONTINUE,13.0,2.4,NORMAL_STABLE
REL-2026-0152,HOSP-GVH-05,Green Valley Hospital,Medical Device Integration Service,v5.3.5,v5.3.4,2026-08-10T05:58:57.215591,PENDING_REVIEW,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),320.5,302.4,6.0,0.87,0.76,0.11,99.94,0.04,30381,30947,1.8,LOW,1,0,0,LOW,CONTINUE,CONTINUE,15.6,3.5,NORMAL_STABLE
REL-2026-0153,HOSP-LKH-03,Lakeside Hospital,Medical Device Integration Service,v2.12.9,v2.12.8,2026-09-03T11:34:45.065328,MONITORING,BLUE_GREEN,Sarah Chen (Release Eng),1137.3,798.7,42.4,1.88,0.78,1.1,99.16,-0.74,11070,12238,9.5,LOW,1,0,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,42.1,7.4,TRANSIENT_SPIKE
REL-2026-0154,HOSP-LKH-03,Lakeside Hospital,Pharmacy Management Service,v3.7.1,v3.7.0,2026-08-05T20:48:16.913755,CONTINUED,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),973.3,668.3,45.6,0.76,0.13,0.63,99.29,-0.61,18338,19359,5.3,MEDIUM,1,1,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,45.5,5.6,TRANSIENT_SPIKE
REL-2026-0155,HOSP-SMMC-02,St. Mary's Medical Center,Pharmacy Management Service,v4.0.5,v4.0.4,2026-08-13T21:43:07.683471,PENDING_REVIEW,CANARY,Dr. Alex Rivera (DevOps Lead),457.2,422.2,8.3,0.85,0.72,0.13,99.82,-0.08,10680,10272,-4.0,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,23.3,3.1,NORMAL_STABLE
REL-2026-0156,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v3.6.6,v3.6.5,2026-07-05T16:14:45.035914,ROLLED_BACK,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),879.6,674.5,30.4,0.69,0.29,0.4,99.34,-0.56,12705,14224,10.7,MEDIUM,1,1,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,39.6,5.6,TRANSIENT_SPIKE
REL-2026-0157,HOSP-GVH-05,Green Valley Hospital,Pharmacy Management Service,v2.6.2,v2.6.1,2026-07-10T23:38:23.618031,MONITORING,CANARY,Sarah Chen (Release Eng),1318.4,507.8,159.6,3.3,0.18,3.12,94.36,-5.54,18378,30718,40.2,CRITICAL,4,2,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,102.6,4.0,CRITICAL_OUTAGE
REL-2026-0158,HOSP-LKH-03,Lakeside Hospital,Pharmacy Management Service,v3.8.9,v3.8.8,2026-08-31T20:24:50.859924,PENDING_REVIEW,ROLLING_BATCH,Elena Rostova (Platform Specialist),940.0,633.9,48.3,0.58,0.16,0.42,99.08,-0.82,15178,16265,6.7,LOW,1,1,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,60.2,7.0,TRANSIENT_SPIKE
REL-2026-0159,HOSP-GVH-05,Green Valley Hospital,Electronic Health Record Service,v2.12.0,v2.12.0,2026-07-23T05:27:23.228850,PENDING_REVIEW,ROLLING_BATCH,Elena Rostova (Platform Specialist),1093.4,720.3,51.8,8.29,0.57,7.72,99.11,-0.79,19774,25325,21.9,HIGH,1,1,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,93.7,7.2,SERIOUS_DEGRADATION
REL-2026-0160,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v4.10.1,v4.10.0,2026-08-29T13:36:04.615301,MONITORING,BLUE_GREEN,Sarah Chen (Release Eng),566.9,558.8,1.4,0.99,0.7,0.29,99.92,0.02,22660,22029,-2.9,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,13.8,2.4,NORMAL_STABLE
REL-2026-0161,HOSP-GVH-05,Green Valley Hospital,Clinical Portal,v4.13.4,v4.13.3,2026-08-02T22:30:09.608211,MONITORING,FULL_UPGRADE,Marcus Brody (Clinical SRE),596.2,595.8,0.1,0.16,0.13,0.03,99.88,-0.02,14277,14024,-1.8,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,26.2,2.8,NORMAL_STABLE
REL-2026-0162,HOSP-MCH-04,Metro Care Hospital,Medical Device Integration Service,v4.9.4,v4.9.3,2026-08-12T04:13:30.369641,CONTINUED,CANARY,Marcus Brody (Clinical SRE),624.4,652.5,-4.3,0.17,0.17,0.0,99.95,0.05,34287,33472,-2.4,LOW,1,0,0,LOW,CONTINUE,CONTINUE,16.3,3.0,NORMAL_STABLE
REL-2026-0163,HOSP-MCH-04,Metro Care Hospital,Electronic Health Record Service,v4.1.8,v4.1.7,2026-06-27T04:39:56.773475,ROLLED_BACK,HOTFIX,Elena Rostova (Platform Specialist),735.8,661.2,11.3,0.54,0.38,0.16,99.84,-0.06,29134,30575,4.7,LOW,1,1,0,LOW,CONTINUE,CONTINUE,25.4,2.6,NORMAL_STABLE
REL-2026-0164,HOSP-SMMC-02,St. Mary's Medical Center,Medical Device Integration Service,v5.3.0,v5.3.0,2026-08-15T15:08:57.050530,CONTINUED,HOTFIX,Marcus Brody (Clinical SRE),512.9,490.0,4.7,0.8,0.77,0.03,99.98,0.08,19859,20551,3.4,LOW,1,0,0,LOW,CONTINUE,CONTINUE,16.6,3.0,NORMAL_STABLE
REL-2026-0165,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v5.0.0,v5.0.0,2026-07-25T17:55:03.568916,ROLLED_BACK,ROLLING_BATCH,Sarah Chen (Release Eng),301.1,312.6,-3.7,0.9,0.66,0.24,99.99,0.09,12092,12332,1.9,LOW,1,1,0,LOW,CONTINUE,CONTINUE,18.8,2.9,NORMAL_STABLE
REL-2026-0166,HOSP-SMMC-02,St. Mary's Medical Center,Pharmacy Management Service,v5.3.0,v5.3.0,2026-07-22T09:08:07.479341,ROLLED_BACK,FULL_UPGRADE,Marcus Brody (Clinical SRE),1053.2,748.1,40.8,1.13,0.36,0.77,99.29,-0.61,24253,26212,7.5,MEDIUM,1,1,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,64.7,6.4,TRANSIENT_SPIKE
REL-2026-0167,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v2.12.5,v2.12.4,2026-07-07T03:44:30.702720,ROLLED_BACK,BLUE_GREEN,David Kim (Clinical Systems Analyst),949.9,626.0,51.7,2.89,0.8,2.09,99.37,-0.53,12569,13500,6.9,HIGH,1,3,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,59.5,5.5,TRANSIENT_SPIKE
REL-2026-0168,HOSP-GVH-05,Green Valley Hospital,Medical Device Integration Service,v3.9.1,v3.9.0,2026-07-26T01:04:39.441621,ROLLED_BACK,FULL_UPGRADE,Sarah Chen (Release Eng),848.7,671.4,26.4,2.31,0.49,1.82,98.97,-0.93,30957,34904,11.3,MEDIUM,1,1,45,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,41.7,7.1,TRANSIENT_SPIKE
REL-2026-0169,HOSP-LKH-03,Lakeside Hospital,Laboratory Application,v2.15.0,v2.15.0,2026-06-20T10:57:00.870521,CONTINUED,HOTFIX,Marcus Brody (Clinical SRE),772.0,813.8,-5.1,0.13,0.15,-0.02,99.91,0.01,34760,34144,-1.8,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,12.9,4.1,NORMAL_STABLE
REL-2026-0170,HOSP-LKH-03,Lakeside Hospital,Pharmacy Management Service,v3.10.2,v3.10.1,2026-06-28T07:45:34.289677,CONTINUED,HOTFIX,David Kim (Clinical Systems Analyst),558.0,610.2,-8.6,0.25,0.22,0.03,99.95,0.05,25041,25791,2.9,LOW,1,0,0,LOW,CONTINUE,CONTINUE,19.8,3.9,NORMAL_STABLE
REL-2026-0171,HOSP-GVH-05,Green Valley Hospital,Pharmacy Management Service,v5.15.6,v5.15.5,2026-09-05T23:24:46.292269,MONITORING,HOTFIX,Elena Rostova (Platform Specialist),661.8,674.9,-1.9,1.07,0.77,0.3,99.94,0.04,33169,34229,3.1,LOW,1,1,0,LOW,CONTINUE,CONTINUE,15.6,4.2,NORMAL_STABLE
REL-2026-0172,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v4.5.1,v4.5.0,2026-06-24T06:48:52.915617,CONTINUED,FULL_UPGRADE,David Kim (Clinical Systems Analyst),401.1,389.0,3.1,0.67,0.61,0.06,99.83,-0.07,24999,24541,-1.9,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,17.7,2.5,NORMAL_STABLE
REL-2026-0173,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v3.3.5,v3.3.4,2026-07-04T10:12:24.633173,PENDING_REVIEW,CANARY,Sarah Chen (Release Eng),615.8,443.9,38.7,1.21,0.55,0.66,99.43,-0.47,29043,30272,4.1,HIGH,1,1,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,60.1,4.6,TRANSIENT_SPIKE
REL-2026-0174,HOSP-MCH-04,Metro Care Hospital,Clinical Portal,v5.4.3,v5.4.2,2026-07-05T20:34:26.169571,MONITORING,ROLLING_BATCH,David Kim (Clinical Systems Analyst),546.9,395.7,38.2,2.52,0.56,1.96,99.24,-0.66,24760,26708,7.3,LOW,1,1,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,50.3,6.4,TRANSIENT_SPIKE
REL-2026-0175,HOSP-MCH-04,Metro Care Hospital,Electronic Health Record Service,v4.6.5,v4.6.4,2026-07-05T02:46:24.899928,MONITORING,BLUE_GREEN,David Kim (Clinical Systems Analyst),241.9,225.6,7.2,0.51,0.45,0.06,99.8,-0.1,11491,11805,2.7,LOW,1,1,0,LOW,CONTINUE,CONTINUE,26.5,4.1,NORMAL_STABLE
REL-2026-0176,HOSP-GVH-05,Green Valley Hospital,Clinical Portal,v3.14.4,v3.14.3,2026-08-13T15:14:51.370592,CONTINUED,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),708.7,728.6,-2.7,0.97,0.71,0.26,99.95,0.05,32309,32926,1.9,LOW,1,0,0,LOW,CONTINUE,CONTINUE,25.6,4.2,NORMAL_STABLE
REL-2026-0177,HOSP-SMMC-02,St. Mary's Medical Center,Medical Device Integration Service,v4.2.5,v4.2.4,2026-06-25T01:59:08.253629,CONTINUED,HOTFIX,Marcus Brody (Clinical SRE),510.7,460.5,10.9,0.99,0.77,0.22,99.88,-0.02,13876,13907,0.2,LOW,1,0,0,LOW,CONTINUE,CONTINUE,13.8,3.7,NORMAL_STABLE
REL-2026-0178,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v5.5.9,v5.5.8,2026-08-03T05:36:41.742072,CONTINUED,HOTFIX,David Kim (Clinical Systems Analyst),236.6,218.7,8.2,0.83,0.58,0.25,99.9,0.0,32422,32477,0.2,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,19.1,2.2,NORMAL_STABLE
REL-2026-0179,HOSP-LKH-03,Lakeside Hospital,Laboratory Application,v2.13.3,v2.13.2,2026-07-25T01:00:26.473708,MONITORING,FULL_UPGRADE,David Kim (Clinical Systems Analyst),860.8,616.9,39.5,1.19,0.2,0.99,99.41,-0.49,27460,32080,14.4,LOW,1,1,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,50.2,5.9,TRANSIENT_SPIKE
REL-2026-0180,HOSP-MCH-04,Metro Care Hospital,Medical Device Integration Service,v4.1.8,v4.1.7,2026-08-17T08:40:12.517099,MONITORING,ROLLING_BATCH,Sarah Chen (Release Eng),626.4,462.1,35.6,1.12,0.26,0.86,99.3,-0.6,17230,20043,14.0,MEDIUM,1,0,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,38.6,6.0,TRANSIENT_SPIKE
REL-2026-0181,HOSP-MCH-04,Metro Care Hospital,Pharmacy Management Service,v2.2.9,v2.2.8,2026-06-11T18:00:24.487694,PENDING_REVIEW,FULL_UPGRADE,Dr. Alex Rivera (DevOps Lead),1117.3,778.6,43.5,2.84,0.49,2.35,98.94,-0.96,23538,26449,11.0,LOW,1,1,75,HIGH,ROLLBACK RECOMMENDED,HUMAN REVIEW,60.3,5.5,TRANSIENT_SPIKE
REL-2026-0182,HOSP-CGH-01,City General Hospital,Clinical Portal,v4.11.4,v4.11.3,2026-07-19T03:01:46.420705,PENDING_REVIEW,CANARY,Sarah Chen (Release Eng),251.6,269.1,-6.5,0.95,0.73,0.22,99.82,-0.08,21603,21135,-2.2,LOW,1,1,0,LOW,CONTINUE,CONTINUE,15.0,4.3,NORMAL_STABLE
REL-2026-0183,HOSP-SMMC-02,St. Mary's Medical Center,Medical Device Integration Service,v2.3.7,v2.3.6,2026-07-27T05:59:35.163119,CONTINUED,HOTFIX,Dr. Alex Rivera (DevOps Lead),544.9,527.7,3.3,0.64,0.77,-0.13,99.97,0.07,5365,5142,-4.3,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,26.8,4.0,NORMAL_STABLE
REL-2026-0184,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v4.12.6,v4.12.5,2026-06-10T06:45:04.989356,CONTINUED,FULL_UPGRADE,Elena Rostova (Platform Specialist),1513.7,695.5,117.6,2.92,0.29,2.63,98.2,-1.7,11753,16234,27.6,CRITICAL,2,2,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,87.9,6.2,SERIOUS_DEGRADATION
REL-2026-0185,HOSP-GVH-05,Green Valley Hospital,Medical Device Integration Service,v3.10.1,v3.10.0,2026-06-29T22:58:48.895005,PENDING_REVIEW,BLUE_GREEN,Marcus Brody (Clinical SRE),581.3,578.8,0.4,1.01,0.76,0.25,99.86,-0.04,29234,28269,-3.4,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,24.9,3.3,NORMAL_STABLE
REL-2026-0186,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v4.5.4,v4.5.3,2026-07-06T22:03:13.707532,ROLLED_BACK,BLUE_GREEN,Dr. Alex Rivera (DevOps Lead),261.5,240.3,8.8,0.53,0.65,-0.12,99.82,-0.08,12050,11684,-3.1,LOW,1,0,0,LOW,CONTINUE,CONTINUE,23.9,3.4,NORMAL_STABLE
REL-2026-0187,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v4.1.0,v4.1.0,2026-07-01T11:54:36.252442,CONTINUED,HOTFIX,Elena Rostova (Platform Specialist),847.0,764.8,10.7,1.01,0.7,0.31,99.93,0.03,19917,19518,-2.0,LOW,1,1,0,LOW,CONTINUE,CONTINUE,24.4,4.4,NORMAL_STABLE
REL-2026-0188,HOSP-CGH-01,City General Hospital,Electronic Health Record Service,v2.12.0,v2.12.0,2026-07-29T20:20:42.561493,ROLLED_BACK,FULL_UPGRADE,Sarah Chen (Release Eng),256.5,284.5,-9.8,0.57,0.51,0.06,99.81,-0.09,13940,13356,-4.4,LOW,1,1,0,LOW,CONTINUE,CONTINUE,21.6,3.9,NORMAL_STABLE
REL-2026-0189,HOSP-CGH-01,City General Hospital,Medical Device Integration Service,v3.2.8,v3.2.7,2026-08-23T01:24:45.482135,MONITORING,BLUE_GREEN,David Kim (Clinical Systems Analyst),440.6,462.2,-4.7,0.35,0.34,0.01,99.84,-0.06,33474,33947,1.4,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,27.9,4.1,NORMAL_STABLE
REL-2026-0190,HOSP-LKH-03,Lakeside Hospital,Pharmacy Management Service,v3.1.5,v3.1.4,2026-08-03T02:06:36.242755,MONITORING,FULL_UPGRADE,Sarah Chen (Release Eng),355.5,273.7,29.9,1.58,0.28,1.3,99.2,-0.7,27012,28723,6.0,HIGH,1,3,25,LOW,CONTINUE,HUMAN REVIEW,48.4,4.6,TRANSIENT_SPIKE
REL-2026-0191,HOSP-CGH-01,City General Hospital,Electronic Health Record Service,v2.2.3,v2.2.2,2026-07-08T02:14:23.963841,MONITORING,FULL_UPGRADE,David Kim (Clinical Systems Analyst),969.5,762.2,27.2,2.13,0.4,1.73,99.49,-0.41,7956,8405,5.3,MEDIUM,1,0,0,LOW,CONTINUE,HUMAN REVIEW,54.4,7.3,TRANSIENT_SPIKE
REL-2026-0192,HOSP-MCH-04,Metro Care Hospital,Medical Device Integration Service,v2.1.2,v2.1.1,2026-06-26T22:47:01.688033,MONITORING,CANARY,Dr. Alex Rivera (DevOps Lead),574.8,573.7,0.2,0.29,0.26,0.03,99.86,-0.04,13346,13475,1.0,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,22.8,3.3,NORMAL_STABLE
REL-2026-0193,HOSP-CGH-01,City General Hospital,Medical Device Integration Service,v4.9.9,v4.9.8,2026-08-29T14:43:43.515254,CONTINUED,CANARY,David Kim (Clinical Systems Analyst),586.6,484.5,21.1,1.0,0.38,0.62,99.5,-0.4,23297,26650,12.6,HIGH,1,2,50,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,43.8,6.4,TRANSIENT_SPIKE
REL-2026-0194,HOSP-CGH-01,City General Hospital,Clinical Portal,v5.2.4,v5.2.3,2026-08-18T11:59:21.610790,PENDING_REVIEW,FULL_UPGRADE,Dr. Alex Rivera (DevOps Lead),958.2,671.9,42.6,1.01,0.25,0.76,99.08,-0.82,30087,34675,13.2,MEDIUM,1,0,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,40.8,5.0,TRANSIENT_SPIKE
REL-2026-0195,HOSP-GVH-05,Green Valley Hospital,Clinical Portal,v4.3.3,v4.3.2,2026-07-03T02:56:46.754733,CONTINUED,CANARY,Marcus Brody (Clinical SRE),397.9,415.1,-4.1,0.19,0.19,0.0,99.84,-0.06,25338,26478,4.3,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,19.2,3.5,NORMAL_STABLE
REL-2026-0196,HOSP-GVH-05,Green Valley Hospital,Laboratory Application,v5.5.0,v5.5.0,2026-08-09T05:15:46.136704,MONITORING,ROLLING_BATCH,Marcus Brody (Clinical SRE),990.4,662.9,49.4,1.4,0.55,0.85,99.6,-0.3,13090,14066,6.9,MEDIUM,1,1,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,48.4,6.8,TRANSIENT_SPIKE
REL-2026-0197,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v3.6.4,v3.6.3,2026-07-02T09:46:14.517011,CONTINUED,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),926.8,672.8,37.8,1.53,0.72,0.81,99.22,-0.68,30015,32839,8.6,HIGH,1,2,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,41.4,4.6,TRANSIENT_SPIKE
REL-2026-0198,HOSP-LKH-03,Lakeside Hospital,Pharmacy Management Service,v4.4.7,v4.4.6,2026-07-23T07:34:06.961362,PENDING_REVIEW,FULL_UPGRADE,Sarah Chen (Release Eng),485.4,436.5,11.2,0.15,0.11,0.04,99.83,-0.07,12973,12827,-1.1,LOW,1,0,0,LOW,CONTINUE,CONTINUE,19.1,2.4,NORMAL_STABLE
